# Lines starting with ”#” will be treated as comments.;;;;;;;;;;;;;;;;;;;;;;
# This file can be reloaded with the ”reload stats” console command;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;missile weapons only;;;;;;
#;;;;;;;%of dmg that will;;%of dmg that will;;100;50;;;;minimum speed;;;;;;
#;;;;;%bonus dmg;%bonus dmg;go through shields;%bonus dmg;go through armor;;;;;;;of missiles;;;;;;
key;cost;power;min_damage;max_damage;hull_damage;shield_damage;shield_penetration;armor_damage;armor_penetration;min_windup;max_windup;cooldown;range;accuracy;tracking;missile_speed;missile_evasion;missile_shield;missile_armor;missile_health;missile_retarget_range;end
TORPEDO_C_BORG_TORPEDO_6;280;-68;160;490;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_D_BORG_TORPEDO_6;520;-158;330;980;1.5;0.25;0.5;1.5;0;20;30;160;50;0.75;0.1;275;0;0;0;0;80;
TORPEDO_E_BORG_TORPEDO_6;1010;-380;650;1970;1.5;0.25;0.5;1.5;0;20;30;160;60;0.75;0.1;275;0;0;0;0;80;




LARGE_CANNON_PHASER_1;180;-101;4;6;1.25;1.25;0;1;0;0.3;0.3;1.6;30;0.8;0;0;0;0;0;0;0;
LARGE_CANNON_PHASER_2;290;-160;5;7;1.5;1.25;0;1;0;0.3;0.3;1.6;30;0.8;0;0;0;0;0;0;0;
LARGE_CANNON_PHASER_3;410;-231;6;7;1.75;1.25;0;1;0;0.3;0.3;1.6;30;0.8;0;0;0;0;0;0;0;
MEDIUM_DISCO_PHASER_1;60;-31;30;50;0.75;1.25;0.5;1;0;5;10;30;30;0.8;0;0;0;0;0;0;0;
MEDIUM_DISCO_PHASER_2;80;-41;40;50;0.75;1.25;0.5;1;0;5;10;30;30;0.8;0;0;0;0;0;0;0;
MEDIUM_DISCO_PHASER_3;90;-51;40;60;0.75;1.25;0.5;1;0;5;10;30;30;0.8;0;0;0;0;0;0;0;
MEDIUM_KELVIN_PHASER_1;60;-31;1;2;0.75;1.25;0;1;0;0.2;0.4;1.7;30;0.85;0.3;0;0;0;0;0;0;
MEDIUM_KELVIN_PHASER_2;80;-41;1;3;0.75;1.25;0;1;0;0.2;0.4;1.7;30;0.85;0.3;0;0;0;0;0;0;
MEDIUM_KELVIN_PHASER_3;90;-51;1;4;0.75;1.25;0;1;0;0.2;0.4;1.7;30;0.85;0.3;0;0;0;0;0;0;
SMALL_MIRANDA_PHASER_1;30;-13;4;7;0.75;1.25;0.5;1;0;1;1;10;20;0.75;0.1;0;0;0;0;0;0;
SMALL_MIRANDA_PHASER_2;40;-17;5;7;0.75;1.25;0.5;1;0;1;1;10;20;0.75;0.1;0;0;0;0;0;0;
SMALL_MIRANDA_PHASER_3;40;-22;6;8;0.75;1.25;0.5;1;0;1;1;10;20;0.75;0.1;0;0;0;0;0;0;
LARGE_DUAL_PHASER_1;140;-78;110;160;0.75;1.25;0;1;0;15;20;50;60;0.95;0.1;0;0;0;0;0;0;
LARGE_DUAL_PHASER_2;180;-100;130;180;0.75;1.25;0;1;0;15;20;50;60;0.95;0.1;0;0;0;0;0;0;
LARGE_DUAL_PHASER_3;220;-124;150;200;0.75;1.25;0;1;0;15;20;50;60;0.95;0.1;0;0;0;0;0;0;
POINT_DEFENCE_PULSE_PHASER_1;10;-1;1;2;0.75;1.25;0;1;0;1;1;10;20;0.7;0.3;0;0;0;0;0;0;
SMALL_PULSE_PHASER_1;10;-1;10;15;0.75;1.25;0;1;0;5;15;40;30;0.7;0;0;0;0;0;0;0;
MEDIUM_PULSE_PHASER_1;10;-3;23;31;0.75;1.25;0;1;0;5;15;40;40;0.75;-0.1;0;0;0;0;0;0;
LARGE_PULSE_PHASER_1;20;-9;50;60;0.75;1.25;0;1;0;5;15;40;50;0.8;-0.1;0;0;0;0;0;0;
EXTRA_LARGE_PULSE_PHASER_1;40;-20;130;190;0.75;1.25;0;1;0;15;20;50;60;0.8;-0.1;0;0;0;0;0;0;
STARBASE_PULSE_PHASER_1;50;-28;150;200;0.75;1.25;0;1;0;15;20;50;70;0.8;0.1;0;0;0;0;0;0;
SMALL_PULSE_PHASER_2;10;-6;13;19;0.75;1.25;0.5;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_PHASER_2;30;-14;29;41;0.75;1.25;0.5;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
SMALL_PULSE_PHASER_3;20;-10;16;22;0.75;1.25;0.75;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_PHASER_3;50;-24;34;47;0.75;1.25;0.75;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_PULSE_PHASER_4;300;-170;230;330;0.75;1.25;0.75;1;0;15;20;50;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_PULSE_PHASER_5;840;-475;460;640;0.75;1.25;1;1;0;20;25;60;50;0.85;0;0;0;0;0;0;0;
POINT_DEFENCE_ANDORIAN_PHASER_1;10;-2;3;3;0.75;1.25;0;1;0;1;10;15;30;0.85;0.5;0;0;0;0;10;0;
SMALL_ANDORIAN_PHASER_1;10;-3;11;16;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_1;20;-8;25;35;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
LARGE_ANDORIAN_PHASER_1;40;-18;50;70;0.75;1.25;0;1;0;5;15;40;60;0.95;0.1;0;0;0;0;0;0;
EXTRA_LARGE_ANDORIAN_PHASER_1;70;-38;150;200;0.75;1.25;0;1;0;15;20;50;70;0.95;0.1;0;0;0;0;0;0;
STARBASE_ANDORIAN_PHASER_1;80;-45;160;220;0.75;1.25;0;1;0;15;20;50;80;0.95;0.3;0;0;0;0;0;0;
SMALL_ANDORIAN_PHASER_2;20;-6;13;19;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_2;30;-15;29;41;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
SMALL_ANDORIAN_PHASER_3;30;-13;18;25;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_3;60;-30;38;53;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
SMALL_ANDORIAN_PHASER_4;40;-19;22;31;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_4;80;-45;50;60;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
SMALL_ANDORIAN_PHASER_5;50;-28;28;39;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_5;120;-65;60;80;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
SMALL_ANDORIAN_PHASER_6;70;-34;32;46;0.75;1.25;0;1;0;5;15;40;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_ANDORIAN_PHASER_6;150;-81;70;90;0.75;1.25;0;1;0;5;15;40;50;0.9;0.1;0;0;0;0;0;0;
POINT_DEFENCE_VULCAN_PHASER_1;10;-2;3;4;0.5;1.25;0;1.25;0;1;10;15;20;0.75;0.4;0;0;0;0;10;0;
SMALL_VULCAN_PHASER_1;10;-3;13;19;0.5;1.25;0;1.25;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_1;20;-6;29;41;0.5;1.25;0;1.25;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_VULCAN_PHASER_1;30;-15;60;80;0.5;1.25;0;1.25;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_VULCAN_PHASER_1;60;-33;170;240;0.5;1.25;0;1.25;0;15;20;50;60;0.85;0;0;0;0;0;0;0;
STARBASE_VULCAN_PHASER_1;80;-40;180;250;0.5;1.25;0;1.25;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
SMALL_VULCAN_PHASER_2;10;-5;16;22;0.5;1.25;0;1.25;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_2;30;-13;34;47;0.5;1.25;0;1.25;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_VULCAN_PHASER_3;20;-10;20;28;0.5;1.25;0;1.25;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_3;50;-25;40;60;0.5;1.25;0;1.25;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_VULCAN_PHASER_4;30;-15;24;35;0.5;1.25;0;1.25;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_4;70;-38;50;70;0.5;1.25;0;1.25;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_VULCAN_PHASER_5;50;-28;30;43;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_5;120;-65;60;90;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_VULCAN_PHASER_6;70;-34;35;48;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_VULCAN_PHASER_6;150;-81;70;100;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
POINT_DEFENCE_WAVE_DISRUPTOR_PHASER_1;10;-1;3;3;1;1;0;1;0;1;10;15;20;0.75;0.4;0;0;0;0;10;0;
SMALL_WAVE_DISRUPTOR_PHASER_1;10;-2;11;16;1;1;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_1;10;-5;25;35;1;1;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_WAVE_DISRUPTOR_PHASER_1;30;-13;50;70;1;1;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_DISRUPTOR_PHASER_1;50;-28;150;200;1;1;0;1;0;15;20;50;60;0.85;0;0;0;0;0;0;0;
STARBASE_WAVE_DISRUPTOR_PHASER_1;70;-35;160;220;1;1;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
SMALL_WAVE_DISRUPTOR_PHASER_2;20;-6;24;34;1.25;1;0;0.75;0;15;20;50;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_2;30;-15;51;72;1.25;1;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
SMALL_WAVE_DISRUPTOR_PHASER_3;30;-13;30;42;1.25;1;0;0.75;0;15;20;50;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_3;60;-30;60;90;1.25;1;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_DISRUPTOR_PHASER_3;360;-200;370;520;1.25;1;0;0.75;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
SMALL_WAVE_DISRUPTOR_PHASER_4;40;-19;36;50;1.25;1;0;0.75;0;15;20;50;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_4;80;-45;70;110;1.25;1;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
SMALL_WAVE_DISRUPTOR_PHASER_5;60;-30;42;60;1.5;1;0;0.75;0;15;20;50;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_5;130;-70;90;120;1.5;1;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
SMALL_WAVE_DISRUPTOR_PHASER_6;70;-38;48;68;1.5;1;0;0.75;0;15;20;50;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_WAVE_DISRUPTOR_PHASER_6;160;-88;100;140;1.5;1;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_DISRUPTOR_PHASER_6;800;-450;520;730;1.5;1;0;0.75;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
POINT_DEFENCE_BASIC_PHASER_1;10;-1;3;3;0.75;1.25;0;1;0;1;10;15;20;0.75;0.4;0;0;0;0;10;0;
SMALL_BASIC_PHASER_1;10;-2;11;16;0.75;1.25;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_PHASER_1;10;-5;25;35;0.75;1.25;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_BASIC_PHASER_1;30;-13;50;70;0.75;1.25;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_BASIC_PHASER_1;50;-28;150;200;0.75;1.25;0;1;0;15;20;50;60;0.85;0;0;0;0;0;0;0;
STARBASE_BASIC_PHASER_1;70;-35;160;220;0.75;1.25;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
SMALL_BASIC_PHASER_2;10;-4;13;19;0.75;1.25;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_PHASER_2;20;-10;29;41;0.75;1.25;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_BASIC_PHASER_2;50;-25;60;80;0.75;1.25;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_BASIC_PHASER_3;20;-8;18;25;0.75;1.25;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_PHASER_3;40;-20;38;53;0.75;1.25;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_BASIC_PHASER_3;90;-50;80;100;0.75;1.25;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PHASER_2;10;-6;2;2;0.75;1.25;0;1;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PHASER_3;20;-11;3;3;0.75;1.25;0;1;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PHASER_4;30;-17;3;5;0.75;1.25;0;1;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
STARBASE_BASIC_PHASER_2;290;-160;250;350;0.75;1.25;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_BASIC_PHASER_3;500;-280;320;450;0.75;1.25;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_BASIC_PHASER_4;710;-400;390;560;0.75;1.25;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
SMALL_SHUTTLECRAFT_PHASER_1;20;-9;12;16;0.75;1.25;0;1;0;5;10;30;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_SHUTTLECRAFT_PHASER_1;40;-23;25;35;0.75;1.25;0;1;0;5;10;30;50;0.9;0.1;0;0;0;0;0;0;
LARGE_SHUTTLECRAFT_PHASER_1;100;-53;50;70;0.75;1.25;0;1;0;5;10;30;60;0.95;0.1;0;0;0;0;0;0;
SMALL_SHUTTLECRAFT_PHASER_2;30;-16;15;21;0.75;1.25;0;1;0;5;10;30;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_SHUTTLECRAFT_PHASER_2;70;-38;30;50;0.75;1.25;0;1;0;5;10;30;50;0.9;0.1;0;0;0;0;0;0;
LARGE_SHUTTLECRAFT_PHASER_2;160;-88;60;90;0.75;1.25;0;1;0;5;10;30;60;0.95;0.1;0;0;0;0;0;0;
SMALL_SHUTTLECRAFT_PHASER_3;40;-22;18;26;0.75;1.25;0;1;0;5;10;30;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_SHUTTLECRAFT_PHASER_3;100;-53;40;50;0.75;1.25;0;1;0;5;10;30;50;0.9;0.1;0;0;0;0;0;0;
LARGE_SHUTTLECRAFT_PHASER_3;220;-123;80;100;0.75;1.25;0;1;0;5;10;30;60;0.95;0.1;0;0;0;0;0;0;
SMALL_SHUTTLECRAFT_PHASER_4;50;-28;22;30;0.75;1.25;0;1;0;5;10;30;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_SHUTTLECRAFT_PHASER_4;120;-68;40;70;0.75;1.25;0;1;0;5;10;30;50;0.9;0.1;0;0;0;0;0;0;
LARGE_SHUTTLECRAFT_PHASER_4;280;-158;90;130;0.75;1.25;0;1;0;5;10;30;60;0.95;0.1;0;0;0;0;0;0;
SMALL_ASSAULT_PHASER_1;20;-11;15;21;0.75;1.25;0;1;0;5;10;30;60;0.7;0;0;0;0;0;0;0;
MEDIUM_ASSAULT_PHASER_1;50;-28;30;50;0.75;1.25;0;1;0;5;10;30;70;0.75;-0.1;0;0;0;0;0;0;
SMALL_ASSAULT_PHASER_2;30;-15;18;26;0.75;1.25;0;1;0;5;10;30;60;0.7;0;0;0;0;0;0;0;
MEDIUM_ASSAULT_PHASER_2;70;-39;40;50;0.75;1.25;0;1;0;5;10;30;70;0.75;-0.1;0;0;0;0;0;0;
SMALL_ASSAULT_PHASER_3;40;-20;22;30;0.75;1.25;0;1;0;5;10;30;60;0.7;0;0;0;0;0;0;0;
MEDIUM_ASSAULT_PHASER_3;90;-51;40;70;0.75;1.25;0;1;0;5;10;30;70;0.75;-0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_PHASER_1;60;-31;60;90;1.25;1.25;0;1;0;15;20;50;20;0.75;-0.1;0;0;0;0;0;0;
LARGE_PLASMA_PHASER_1;140;-75;130;170;1.25;1.25;0;1;0;15;20;50;30;0.8;-0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_PHASER_2;80;-44;70;110;1.25;1.25;0;1;0;15;20;50;20;0.75;-0.1;0;0;0;0;0;0;
LARGE_PLASMA_PHASER_2;190;-105;150;210;1.25;1.25;0;1;0;15;20;50;30;0.8;-0.1;0;0;0;0;0;0;
EXTRA_LARGE_PLASMA_PHASER_2;460;-260;410;570;1.25;1.25;0;1;0;20;25;60;40;0.8;-0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_PHASER_3;120;-68;90;120;1.5;1.25;0;1;0;15;20;50;20;0.75;-0.1;0;0;0;0;0;0;
LARGE_PLASMA_PHASER_3;280;-158;170;250;1.5;1.25;0;1;0;15;20;50;30;0.8;-0.1;0;0;0;0;0;0;
EXTRA_LARGE_PLASMA_PHASER_3;660;-375;470;650;1.5;1.25;0;1;0;20;25;60;40;0.8;-0.1;0;0;0;0;0;0;
SMALL_MODULATED_PHASER_1;20;-10;20;28;0.5;1.5;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULATED_PHASER_1;50;-25;40;60;0.5;1.5;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULATED_PHASER_1;110;-60;80;120;0.5;1.5;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULATED_PHASER_2;30;-15;24;35;0.5;1.5;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULATED_PHASER_2;70;-38;50;70;0.5;1.5;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULATED_PHASER_2;160;-90;100;150;0.5;1.5;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULATED_PHASER_3;40;-20;29;40;0.5;1.5;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULATED_PHASER_3;90;-50;60;80;0.5;1.5;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULATED_PHASER_3;220;-120;120;170;0.5;1.5;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULATED_PHASER_4;50;-25;33;47;0.5;1.5;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULATED_PHASER_4;110;-63;70;90;0.5;1.5;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULATED_PHASER_4;270;-150;140;190;0.5;1.5;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_TUNNELING_PHASER_1;20;-11;18;25;0.75;1.25;0;1;0.5;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TUNNELING_PHASER_1;50;-28;38;53;0.75;1.25;0;1;0.5;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_TUNNELING_PHASER_1;120;-65;80;100;0.75;1.25;0;1;0.5;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_TUNNELING_PHASER_2;30;-17;22;31;0.75;1.25;0;1;0.5;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TUNNELING_PHASER_2;80;-41;50;60;0.75;1.25;0;1;0.5;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_TUNNELING_PHASER_2;180;-98;90;130;0.75;1.25;0;1;0.5;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_TUNNELING_PHASER_3;40;-23;27;37;0.75;1.25;0;1;0.5;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TUNNELING_PHASER_3;100;-55;60;70;0.75;1.25;0;1;0.5;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_TUNNELING_PHASER_3;230;-130;110;160;0.75;1.25;0;1;0.5;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_TUNNELING_PHASER_4;50;-28;31;43;0.75;1.25;0;1;0.5;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TUNNELING_PHASER_4;130;-69;60;90;0.75;1.25;0;1;0.5;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_TUNNELING_PHASER_4;290;-163;130;180;0.75;1.25;0;1;0.5;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_COHERENT_PHASER_1;20;-11;18;25;0.75;1.25;0.5;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_COHERENT_PHASER_1;50;-28;38;53;0.75;1.25;0.5;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_COHERENT_PHASER_1;120;-65;80;100;0.75;1.25;0.5;1;0;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_COHERENT_PHASER_2;30;-17;22;31;0.75;1.25;0.5;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_COHERENT_PHASER_2;80;-41;50;60;0.75;1.25;0.5;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_COHERENT_PHASER_2;180;-98;90;130;0.75;1.25;0.5;1;0;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_COHERENT_PHASER_3;40;-23;27;37;0.75;1.25;0.5;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_COHERENT_PHASER_3;100;-55;60;70;0.75;1.25;0.5;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_COHERENT_PHASER_3;230;-130;110;160;0.75;1.25;0.5;1;0;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_COHERENT_PHASER_4;50;-28;31;43;0.75;1.25;0.5;1;0;5;15;40;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_COHERENT_PHASER_4;130;-69;60;90;0.75;1.25;0.5;1;0;5;15;40;30;0.8;0;0;0;0;0;0;0;
LARGE_COHERENT_PHASER_4;290;-163;130;180;0.75;1.25;0.5;1;0;5;15;40;40;0.85;0;0;0;0;0;0;0;
SMALL_MODULAR_PHASER_1;30;-13;20;28;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULAR_PHASER_1;60;-30;40;60;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULAR_PHASER_1;130;-70;80;120;0.5;1.25;0;1.5;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULAR_PHASER_2;40;-19;24;35;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULAR_PHASER_2;80;-45;50;70;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULAR_PHASER_2;190;-105;100;150;0.5;1.25;0;1.5;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULAR_PHASER_3;50;-25;29;40;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULAR_PHASER_3;110;-60;60;80;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULAR_PHASER_3;250;-140;120;170;0.5;1.25;0;1.5;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
SMALL_MODULAR_PHASER_4;60;-31;33;47;0.5;1.25;0;1.5;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_MODULAR_PHASER_4;140;-75;70;90;0.5;1.25;0;1.5;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_MODULAR_PHASER_4;310;-175;140;190;0.5;1.25;0;1.5;0;5;15;40;50;0.85;0;0;0;0;0;0;0;




POINT_DEFENCE_KANG_DISRUPTOR_1;10;-1;1;2;1.25;0.75;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
SMALL_KANG_DISRUPTOR_1;10;-2;5;11;1.25;0.75;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_1;10;-5;12;23;1.25;0.75;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_KANG_DISRUPTOR_1;30;-13;20;50;1.25;0.75;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_KANG_DISRUPTOR_1;50;-28;70;140;1.25;0.75;0;1;0;6;6;35;60;0.85;0;0;0;0;0;0;0;
STARBASE_KANG_DISRUPTOR_1;70;-35;80;150;1.25;0.75;0;1;0;6;6;35;70;0.85;0.2;0;0;0;0;0;0;
SMALL_KANG_DISRUPTOR_2;10;-5;7;15;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_2;30;-13;16;31;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
SMALL_KANG_DISRUPTOR_3;20;-11;10;20;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_3;50;-28;20;40;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
SMALL_KANG_DISRUPTOR_4;30;-17;12;24;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_4;80;-41;30;50;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_KANG_DISRUPTOR_4;440;-245;320;640;1;0.75;0;1.25;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
SMALL_KANG_DISRUPTOR_5;50;-28;14;28;1;0.75;0;1.5;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_5;120;-65;30;60;1;0.75;0;1.5;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
